filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
031568.mp3,0.44868308305740356,1970.8466939901195,2311.042722345809,4301.36565689701,0.07485782398897059,-107.53178405761719,105.41716003417969,1.8371288776397705,24.23847007751465,-6.819090843200684,6.654840469360352,-1.7575525045394897,10.906145095825195,5.1745285987854,11.828592300415039,2.322906494140625,5.185141563415527,-1.488553762435913,5.088935852050781,-0.6040135025978088,3.061892032623291,-6.035895347595215,-4.805269241333008,-7.654937267303467,-0.7260953783988953,electronic
120471.mp3,0.2015073448419571,2140.477521807644,1962.836800705001,3963.8760309839395,0.13676825839299536,-38.08918380737305,108.08441162109375,-49.60688781738281,16.16330909729004,-0.6330407857894897,3.030838966369629,-6.491811752319336,-0.3456821143627167,-5.939855098724365,5.409143924713135,5.185516357421875,5.29107141494751,-1.3947757482528687,2.5838398933410645,-0.8886855840682983,2.49394154548645,-4.863661289215088,2.93294620513916,-4.498701095581055,-3.4544341564178467,electronic
037131.mp3,0.477566659450531,2090.090141944882,2530.756069236472,4806.237604005418,0.08132377128482972,-24.356403350830078,99.47368621826172,11.601572036743164,28.871191024780273,6.6998066902160645,15.332351684570312,0.05963416025042534,8.08484935760498,-2.037421703338623,4.895423889160156,-2.772991895675659,6.054736614227295,-2.2599785327911377,4.327789783477783,-2.4059998989105225,2.087193727493286,-5.073576927185059,1.289263129234314,-2.4661614894866943,0.9868065118789673,electronic
097393.mp3,0.3669392168521881,1755.6308194916637,1882.0199696295865,3435.737557898365,0.08627612229102168,-139.5115203857422,117.32950592041016,-29.314634323120117,6.007358074188232,-33.65798568725586,-5.300809860229492,-29.109277725219727,-4.092337131500244,-11.73861312866211,0.006721756421029568,-16.172256469726562,-2.642967700958252,-7.358550548553467,0.21306702494621277,-7.057145595550537,-0.6467869877815247,-6.391167640686035,-0.3255175054073334,-6.279999256134033,-1.5345869064331055,electronic
091084.mp3,0.5220506191253662,2684.836071763644,2926.386146367664,6260.128812524187,0.07945530185758513,-37.19295883178711,73.23648834228516,5.942703723907471,32.058074951171875,16.216930389404297,10.412318229675293,15.841525077819824,13.279867172241211,4.751035690307617,9.826440811157227,3.660872459411621,4.010690689086914,-0.8879229426383972,7.789922714233398,1.8495655059814453,2.7168309688568115,2.759035110473633,4.082790851593018,-3.9395740032196045,2.6905767917633057,electronic
114065.mp3,0.27735352516174316,1529.234069888981,1742.6400821749237,2900.1407965787057,0.07206948106133901,-156.489013671875,103.20104217529297,-27.664430618286133,7.063629150390625,-25.037105560302734,4.0253005027771,-6.009561538696289,-6.566514492034912,-13.25363826751709,-10.183526039123535,-21.44696807861328,-18.54804801940918,-16.739822387695312,-12.034161567687988,-18.66303825378418,-8.9910249710083,0.46228381991386414,6.01827335357666,-2.3705577850341797,3.302062511444092,electronic
104276.mp3,0.5388525724411011,3249.2212118714247,3107.279652488688,7247.971253715922,0.14448782204659705,26.168720245361328,62.244197845458984,17.49492835998535,18.989303588867188,9.902052879333496,16.00735092163086,1.813497543334961,9.855215072631836,2.4429445266723633,9.64470386505127,0.43934714794158936,5.470139503479004,-2.368767261505127,5.011797904968262,-2.483123302459717,3.5005173683166504,-3.0932259559631348,3.0507736206054688,-4.571386814117432,1.7694388628005981,electronic
087157.mp3,0.35031604766845703,1321.9898096819015,1704.0082704588494,2794.6997674995164,0.055073741050696595,-73.39690399169922,134.68592834472656,-10.101306915283203,61.139305114746094,8.12316608428955,8.548592567443848,-5.680118083953857,-1.3016457557678223,-12.154240608215332,-1.3731744289398193,-5.163906574249268,-0.02897922694683075,-6.195608615875244,1.6777185201644897,-3.2497804164886475,3.375762701034546,2.617928981781006,5.146664142608643,-9.627569198608398,-3.621750593185425,electronic
108464.mp3,0.3487440347671509,1946.6481709422928,2251.5398995588585,4362.7236192071405,0.07008083095491487,-132.4620361328125,98.65157318115234,-3.6146788597106934,31.822689056396484,-6.637649059295654,22.425983428955078,1.549724817276001,17.56976318359375,2.965766191482544,13.42977237701416,3.1962101459503174,8.121729850769043,-3.438103199005127,2.9853999614715576,-0.5916092395782471,7.222724437713623,-0.28538405895233154,8.147754669189453,-0.6767886877059937,2.9377193450927734,electronic
116882.mp3,0.2960275113582611,2691.4918071731895,2715.0517523603453,5945.847379607682,0.0939004148123065,-28.767133712768555,69.4393539428711,-0.9797711968421936,24.3967342376709,-7.290205955505371,1.5346214771270752,-10.472149848937988,-0.5048621296882629,-9.76579475402832,-2.7381350994110107,-8.779410362243652,-3.1228549480438232,-13.682079315185547,-6.809127330780029,-7.9387593269348145,3.5162553787231445,-2.8194937705993652,-1.2238520383834839,-11.336358070373535,-1.204939842224121,electronic
